"X","Y"
153,1510.79830285195
154,1510.7927113399
155,1510.79867165936
156,1510.80138433963
157,1510.80090793258
158,1510.79891613342
159,1510.79712573569
160,1510.79559493097
161,1510.79711578259
162,1510.79688353028
163,1510.80357233757
164,1510.80221232698
165,1510.8016302522
166,1510.79749055186
167,1510.79381117397
168,1510.79308841562
169,1510.80326955969
170,1510.79352000242
171,1510.7999808339
172,1510.7975195787
173,1510.79483561327
174,1510.79951908975
175,1510.79430858466
176,1510.79953815878
177,1510.79285996479
178,1510.79432977383
179,1510.79320939609
180,1510.79572867613
181,1510.79373953739
182,1510.7990249647
183,1510.79887087907
184,1510.79029665493
185,1510.79503272725
186,1510.79296256176
187,1510.79172837105
188,1510.79673552381
189,1510.79754679218
190,1510.7955043638
191,1510.79114522165
192,1510.79098033609
193,1510.79763761478
194,1510.79424616756
195,1510.79586914411
196,1510.79726649489
197,1510.7964487399
198,1510.79515695305
199,1510.79868030444
200,1510.79549020031
201,1510.79735932904
202,1510.79554975791
203,1510.79215495322
204,1510.79367875844
205,1510.79738668928
206,1510.79599238627
207,1510.79415024914
208,1510.79965244377
209,1510.7916385812
210,1510.79042886732
211,1510.8019711254
212,1510.79905746483
213,1510.79653377871
214,1510.79877609536
215,1510.79781119507
216,1510.79160561704
217,1510.79863382699
218,1510.79059205114
219,1510.79720864023
220,1510.79142817947
221,1510.80403388093
222,1510.79563040092
223,1510.78858700794
224,1510.794040211
225,1510.78988422362
226,1510.79587976927
227,1510.7916790752
228,1510.79371063468
229,1510.79370942625
230,1510.79267940972
231,1510.78401055243
232,1510.7930588475
233,1510.78907009602
234,1510.78854365099
235,1510.79075357171
236,1510.792348448
237,1510.79587647608
238,1510.79579823516
239,1510.79364586641
240,1510.78854389175
241,1510.79218856739
242,1510.79508851883
243,1510.78995499024
244,1510.78693801865
245,1510.78892699492
246,1510.79563365619
247,1510.79633456255
248,1510.79505786049
249,1510.79430850745
250,1510.79383980327
251,1510.79319309357
252,1510.79288336771
253,1510.79154902505
254,1510.79266808559
255,1510.78932424889
256,1510.79884661699
257,1510.79004795329
258,1510.79029240164
259,1510.79342741248
260,1510.79500146864
261,1510.79199686603
262,1510.79382957139
263,1510.78882623036
264,1510.7952235444
265,1510.80137604905
266,1510.79038809545
267,1510.79837697191
268,1510.7910059164
269,1510.78440400344
270,1510.79493016044
271,1510.79420383584
272,1510.79174585947
273,1510.79479693941
274,1510.78981634798
275,1510.79948952458
276,1510.7929728826
277,1510.79163585395
278,1510.79290693669
279,1510.79635364421
280,1510.78885962235
281,1510.78472897911
282,1510.78887943973
283,1510.79124472217
284,1510.78925813448
285,1510.79439891663
286,1510.7826357954
287,1510.78779234237
288,1510.79078294676
289,1510.79025050832
290,1510.78770079528
291,1510.78805187246
292,1510.79441118928
293,1510.7967841206
294,1510.79439849415
295,1510.79449906288
296,1510.79314268249
297,1510.79476867501
298,1510.78884217244
299,1510.79686285185
300,1510.78972837095
301,1510.79082378236
302,1510.7884926803
303,1510.79171588155
304,1510.78916568873
305,1510.79291965622
306,1510.78637225619
307,1510.7873497992
308,1510.78563901642
309,1510.78826225731
310,1510.79043180795
311,1510.7862122211
312,1510.79845215001
313,1510.79283828198
314,1510.7947320916
315,1510.79387223281
316,1510.78845809686
317,1510.79798039271
318,1510.79474715825
319,1510.7901789769
320,1510.7918968477
321,1510.78740201092
322,1510.79566252228
323,1510.79498599045
324,1510.79319546549
325,1510.79765452644
326,1510.78689364474
327,1510.79348037791
328,1510.78969372229
329,1510.79503574863
330,1510.78939480204
331,1510.79062537694
332,1510.79550652727
333,1510.79651653476
334,1510.80061868508
335,1510.7930885483
336,1510.78951297712
337,1510.79040736703
338,1510.78892566569
339,1510.78528574176
340,1510.80119162763
341,1510.79252030449
342,1510.80068958207
343,1510.79350255578
344,1510.78669366506
345,1510.79269776424
346,1510.78506100143
347,1510.78857229455
348,1510.78889279251
349,1510.78503125907
350,1510.7876297994
351,1510.78961659777
352,1510.79840094861
353,1510.7934557034
354,1510.78644501193
355,1510.79278239919
356,1510.78893066195
357,1510.79215038481
358,1510.79042582041
359,1510.79343358954
360,1510.79434551534
361,1510.79302668623
362,1510.79187050952
363,1510.78784850862
364,1510.79422108564
365,1510.78627735201
366,1510.79348094503
367,1510.79183440417
368,1510.7910790317
369,1510.78723683059
370,1510.78379063765
371,1510.79312310834
372,1510.7908733647
373,1510.79244582986
374,1510.78554203678
375,1510.78988577513
376,1510.79516201288
377,1510.78963573624
378,1510.79588132973
379,1510.78560443477
380,1510.78685761789
381,1510.78894540654
382,1510.79126422195
383,1510.7912036342
384,1510.79414295596
385,1510.79347338091
386,1510.78935381825
387,1510.79143841254
388,1510.79504369023
389,1510.80011909997
390,1510.78827861946
391,1510.78796406629
392,1510.79341641495
393,1510.7907220587
394,1510.79257269097
395,1510.79002394777
396,1510.79078364648
397,1510.79661243558
398,1510.79000981307
399,1510.78962362323
400,1510.79273447753
401,1510.79514814163
402,1510.79643268943
403,1510.79199013641
404,1510.79193029377
405,1510.79139820614
406,1510.79068915076
407,1510.78960514374
408,1510.79078762394
409,1510.79560630218
410,1510.79376241818
411,1510.78884223531
412,1510.79618268402
413,1510.79471875082
414,1510.79228747115
415,1510.79106722387
416,1510.79798608508
417,1510.79402709237
418,1510.79600665491
419,1510.79532534024
420,1510.78845831271
421,1510.78967082267
422,1510.7958549621
423,1510.8005663666
424,1510.7955102916
425,1510.79234463696
426,1510.79694595982
427,1510.79169844521
428,1510.79064029317
429,1510.79276279246
430,1510.79215293591
431,1510.78991598282
432,1510.79987387451
433,1510.79109520474
434,1510.78570606468
435,1510.7849728313
436,1510.79001444372
437,1510.79130563511
438,1510.78544319392
439,1510.80193154339
440,1510.79250972069
441,1510.79732977832
442,1510.79691056994
443,1510.79450397921
444,1510.78676151085
445,1510.78863852143
446,1510.78990695825
447,1510.7904550484
448,1510.78798426432
449,1510.79296518299
450,1510.79244475902
451,1510.79056302084
452,1510.79368965684
453,1510.79515811574
454,1510.79200318824
455,1510.79039158965
456,1510.79351801927
457,1510.79770989062
458,1510.78888087345
459,1510.79523237018
460,1510.79472945897
461,1510.78923250413
462,1510.79125441972
463,1510.79256106407
464,1510.7880960383
465,1510.79600281781
466,1510.79661480187
467,1510.79387636363
468,1510.78662333301
469,1510.79149256364
470,1510.7951971917
471,1510.79034914779
472,1510.79387287958
473,1510.78958251211
474,1510.7939432669
475,1510.79281479387
476,1510.78867062416
477,1510.79361530147
478,1510.78708778197
479,1510.79292809521
480,1510.79030142829
481,1510.79141348922
482,1510.79650126336
483,1510.79011855157
484,1510.80436535842
485,1510.79575035051
486,1510.79479902738
487,1510.79833851814
488,1510.79514617752
489,1510.7955960005
490,1510.7859422543
491,1510.79021670889
492,1510.79327232176
493,1510.78807451214
494,1510.79521868509
495,1510.79061955231
496,1510.79329919036
497,1510.79208143969
498,1510.79252578341
499,1510.79684013891
500,1510.79125095248
501,1510.79122151941
502,1510.79015434755
503,1510.79112514265
504,1510.79352030488
505,1510.78959552962
506,1510.78702416703
507,1510.78587873523
508,1510.78917538271
509,1510.79407869073
510,1510.78942904571
511,1510.7887977249
512,1510.79580847533
513,1510.7844329924
514,1510.79076075588
515,1510.78887501275
516,1510.79572796453
517,1510.78762570507
518,1510.79240044773
519,1510.79548550348
520,1510.78963331237
521,1510.7852843051
522,1510.7906005222
523,1510.78979696643
524,1510.7929554589
525,1510.79403519523
526,1510.78910828743
527,1510.79101575202
528,1510.79529028109
529,1510.79179681601
530,1510.79391954107
531,1510.79236033801
532,1510.79632123469
533,1510.79232796183
534,1510.78865286422
535,1510.79056360076
536,1510.80175797068
537,1510.79410349591
538,1510.79601954585
539,1510.80161584819
540,1510.78510097338
541,1510.79446383177
542,1510.78948092494
543,1510.79431329275
544,1510.79086491429
545,1510.79271008173
546,1510.78679247971
547,1510.79730017029
548,1510.79078660348
549,1510.79794140166
550,1510.79319220058
551,1510.79228660568
552,1510.7912707707
553,1510.78899565813
554,1510.79346868684
555,1510.78929590325
556,1510.79029147553
557,1510.79027810298
558,1510.79396646946
559,1510.79089224973
560,1510.78849452685
561,1510.79370129217
562,1510.79182539364
563,1510.78617565618
564,1510.78204881646
565,1510.79237840823
566,1510.7891886826
567,1510.79155304139
568,1510.79740227332
569,1510.79757504325
570,1510.79204006532
571,1510.78685141983
572,1510.7938829392
573,1510.79252491879
574,1510.78972791966
575,1510.79046269536
576,1510.79361344117
577,1510.79399349262
578,1510.79267854351
579,1510.79545267792
580,1510.79150022741
581,1510.79318478931
582,1510.79143037495
583,1510.79210324252
584,1510.79512327392
585,1510.79051668797
586,1510.78999309275
587,1510.79248456157
588,1510.7865347295
589,1510.79039030935
590,1510.79532365312
591,1510.7933577048
592,1510.79549477284
593,1510.79286176902
594,1510.79186561929
595,1510.79722182414
596,1510.7893891166
597,1510.79023535653
598,1510.79235536246
599,1510.79397847658
600,1510.79289207835
601,1510.79463779123
602,1510.78883260669
603,1510.79245269451
604,1510.79282582176
605,1510.78796998365
606,1510.79174067131
607,1510.79063872991
608,1510.79318580242
609,1510.78600595425
610,1510.792496576
611,1510.79600905573
612,1510.78306106653
613,1510.79178332634
614,1510.79417465776
615,1510.78987399381
616,1510.79298428919
617,1510.79277916524
618,1510.79177601227
619,1510.7935190194
620,1510.78762684209
621,1510.79076742626
622,1510.79248427507
623,1510.79227251444
624,1510.78678275215
625,1510.7871221055
626,1510.79496655259
627,1510.79347623561
628,1510.79599949567
629,1510.79016795191
630,1510.79614891398
631,1510.79819045849
632,1510.79614511945
633,1510.79529516789
634,1510.79255441871
635,1510.79871424969
636,1510.79886680403
637,1510.79288632664
638,1510.79166683643
639,1510.79393697263
640,1510.78780662838
641,1510.79304709803
642,1510.7953105963
643,1510.7889291056
644,1510.79962984166
645,1510.79459286445
646,1510.79198113579
647,1510.79452933524
648,1510.79648834771
649,1510.79851839987
650,1510.79310900504
651,1510.79597443544
652,1510.79244585056
653,1510.79535971955
654,1510.79283047113
655,1510.78967018463
656,1510.79721472485
657,1510.78716251482
658,1510.79833409139
659,1510.79444346232
660,1510.79677490267
661,1510.79335853504
662,1510.78928093971
663,1510.79140155802
664,1510.79434519995
665,1510.79661099674
666,1510.80133794365
667,1510.79338461731
668,1510.78722717995
669,1510.79326573104
670,1510.79482032771
671,1510.79458776684
672,1510.79523000944
673,1510.79111435326
674,1510.79739084863
675,1510.79138871723
676,1510.79521924308
677,1510.79674849746
678,1510.79564477035
679,1510.79458442848
680,1510.79714451896
681,1510.7934664621
682,1510.79286415524
683,1510.79478809885
684,1510.79783788548
685,1510.79501281884
686,1510.79881390038
687,1510.79703714579
688,1510.80253990902
689,1510.79394861503
690,1510.79572629898
691,1510.79622528985
692,1510.79093280817
693,1510.79302802634
694,1510.79682901758
695,1510.79217735148
696,1510.80629926618
697,1510.79896881651
698,1510.79181689334
699,1510.79913150688
700,1510.79688017335
701,1510.79704251079
702,1510.80046260252
703,1510.79565991528
704,1510.8010406869
705,1510.79622884206
706,1510.80021370557
707,1510.79674705879
708,1510.79227555473
709,1510.80209457552
710,1510.79557298994
711,1510.80159107986
712,1510.79565997782
713,1510.79430333884
714,1510.7984369834
715,1510.79956081745
716,1510.79403126424
717,1510.78717387803
718,1510.79743496824
719,1510.80024632141
720,1510.80568953584
721,1510.79602325489
722,1510.80227779962
723,1510.79835565427
724,1510.79833760104
725,1510.80719674027
726,1510.79794797779
727,1510.80372387224
728,1510.79532085558
729,1510.79936654868
730,1510.79995755392
731,1510.79795983695
732,1510.79947040585
733,1510.79788830401
734,1510.7932118672
735,1510.79487092835
736,1510.79831920847
737,1510.78854191356
738,1510.79995984204
739,1510.80408985088
740,1510.80716664304
741,1510.79868629199
742,1510.80372855902
743,1510.80304264886
744,1510.80422740101
745,1510.79856755148
746,1510.80741923926
747,1510.80198478613
748,1510.805352459
749,1510.79992101925
750,1510.80286087943
751,1510.7996657667
752,1510.80368171359
753,1510.80467472028
754,1510.80218148593
755,1510.80572212769
756,1510.79521228809
757,1510.80640418223
758,1510.80500927973
759,1510.79843458616
760,1510.79665469398
761,1510.80101308096
762,1510.80403596494
763,1510.80170915142
764,1510.80055072412
765,1510.80531852914
766,1510.80421052366
767,1510.80510234229
768,1510.80248539815
769,1510.80265637965
770,1510.80213904666
771,1510.79628402176
772,1510.7996211953
773,1510.80436948242
774,1510.79608245736
775,1510.8035857919
776,1510.80031280623
777,1510.80205173408
778,1510.79966419581
779,1510.81080817339
780,1510.79884474629
781,1510.80803705488
782,1510.80467661876
783,1510.80370801139
784,1510.80031701595
785,1510.80030253812
786,1510.80130067241
787,1510.80955078519
788,1510.8032060165
789,1510.80727048326
790,1510.80792798181
791,1510.80250938409
792,1510.80388866105
793,1510.80909189549
794,1510.80583598351
795,1510.80489807479
796,1510.80526942262
797,1510.80526502186
798,1510.80283023246
799,1510.81217250572
800,1510.8018191826
801,1510.81277672443
802,1510.80203195945
803,1510.80348199546
804,1510.8052185649
805,1510.81163867692
806,1510.8148210472
807,1510.80897459683
808,1510.81338707132
809,1510.8041429078
810,1510.80156820456
811,1510.80313784957
812,1510.80932020194
813,1510.80705965701
814,1510.809787275
815,1510.80875605491
816,1510.81099964353
817,1510.80573211226
818,1510.80818890289
819,1510.81022632459
820,1510.80494535677
821,1510.80961940436
822,1510.80549141709
823,1510.81216084612
824,1510.81021144972
825,1510.80728901194
826,1510.81210755547
827,1510.81396174618
828,1510.80279979542
829,1510.80346783481
830,1510.80903324809
831,1510.81236258046
832,1510.8145625941
833,1510.80997451152
834,1510.80668166175
835,1510.81226413366
836,1510.80683428996
837,1510.80798802153
838,1510.810585332
839,1510.81399769114
840,1510.81001576448
841,1510.81334676764
842,1510.80629024944
843,1510.80947153213
844,1510.81333491188
845,1510.80994180977
846,1510.81420301134
847,1510.81053376033
848,1510.80268177178
849,1510.81286016499
850,1510.81284207681
851,1510.80970565851
